Head (Code),Head,Sub-head (Code),Sub-head,"Item (Code)
","Ambit
","Approved commitment
$¡¦000","Accumulated expenditure to 31.3.2017
$¡¦000","Revised estimated expenditure for 2017¡V18
$¡¦000","Balance
$¡¦000"
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,122,Improvement works for New Territories Women and Juveniles Welfare Association Social Services Division Limited Pak U Neighbourhood Elderly Centre,4860,3581,0,1279
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,123,Improvement works for Yan Oi Tong Hong Kong Toi Shan Association Neighbourhood Elderly Centre,4418,0,0,4418
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,124,Improvement works for Yan Oi Tong Ng Kam Yuk Memorial Neighbourhood Elderly Centre,4418,0,1474,2944
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,125,"Improvement works, furnishing and equipping for Kwun Tong Methodist Social Service Lam Tin Neighbourhood Elderly Centre",3641,3167,255,219
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,126,Improvement works for Aberdeen Kai-fong Welfare Association Social Service Centre Lam Yingwah Neighbourhood Elderly Centre,3534,3087,239,208
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,128,Improvement works for Hong Kong Christian Mutual Improvement Society Chuang Chung Wen Centre for the Elderly,2209,2079,0,130
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,129,Improvement for Po Leung Kuk Fong Tam Yuen Leung Health Enhancement Centre for the Senior,3097,209,2703,185
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,130,Improvement works for Sik Sik Yuen Ho Hing Health Care Services Centre,3097,0,2014,1083
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,131,Fitting out and purchase of furniture and equipment for Baptist Oi Kwan Social Service Jordan Elderly Centre,2862,0,154,2708
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,132,Improvement works for Hong Kong Young Women¡¦s Christian Association Sai Wan Social Centre for the Elderly,1858,1393,0,465
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,133,Improvement works and purchase of furniture and equipment for Yang Memorial Methodist Social Service Choi Hung Community Centre for Senior Citizens,8906,4224,2465,2217
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,134,Improvement works for Hong Kong Society for the Aged Tsuen Wan District Elderly Community Centre,8010,0,116,7894
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,135,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Limited Lok Man Alice Kwok Integrated Service Centre,7282,0,95,7187
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,136,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Limited Tai Wo Neighbourhood Elderly Centre,4418,0,24,4394
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,138,Improvement works for Po Leung Kuk Lau Chan Siu Po District Elderly Community Centre,6899,0,6266,633
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,139,Improvement works and purchase of furniture and equipment for Methodist Epworth Village Community Centre¡XSocial Welfare Epworth Neighbourhood Elderly Centre,4525,0,0,4525
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,140,Improvement works for The Chinese Rhenish Church¡XHong Kong Synod Mrs Mann Tai Po Rhenish Neighbourhood Elderly Centre,4418,3080,0,1338
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,141,Improvement works for Salvation Army Mong Kok Integrated Service for Senior Citizens¡XHoi Lam Centre for Senior Citizens,4418,0,3957,461
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,142,Meeting the cost of improvement works and purchase of furniture and equipment for Association of Baptists for World Evangelism (HK) Limited Cheung Hong Baptist Church Neighbourhood Elderly Centre,3200,2519,155,526
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,143,"Meeting the cost of improvement works for ELCHK, Social Service Head Office Chung On Neighbourhood Elderly Centre",3093,167,2184,742
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,144,Meeting the cost of improvement works for Pok Oi Hospital Chan Ping Memorial Neighbourhood Elderly Centre,3093,0,0,3093
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,145,Meeting the cost of improvement works for Yuen Long Town Hall Management Committee Limited Yuen Long Town Hall Mrs Leung Hok Chiu Neighbourhood Elderly Centre,3093,2185,0,908
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,146,Meeting the cost of improvement works for HK-Macao Conference of Seventh-Day Adventists San Po Kong Neighbourhood Elderly Centre of Seventh-day Adventists,2651,2096,104,451
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,147,Meeting the cost of improvement works for Women¡¦s Welfare Club (Eastern District) Hong Kong Young Shu Cheung Neighbourhood Elderly Centre,2651,1809,333,509
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,148,Meeting the cost of improvement works for Hong Kong Buddhist Association Buddhist Cheung Miu Yuen Neighbourhood Elderly Centre,2209,1980,0,229
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,149,Meeting the cost of improvement works for Heung Hoi Ching Kok Lin Association Buddhist Ho Lee Foon Tak Elderly Social Centre,3097,2702,0,395
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,150,Improvement works and purchase of furnitue and equipment for Christian & Missionary Alliance Church Union Tsui Lok Good Neighbours Centre for the Elderly,2862,2301,45,516
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,151,Improvement works for Christian & Missionary Alliance Church Union Hong Kong Limited Cheung Hang Neighbourhood Elderly Centre,4525,0,2021,2504
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,152,Improvement works for Hong Kong Society for the Aged Mr Wong Wha San Memorial Neighbourhood Elderly Centre,4418,0,29,4389
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,153,Improvement works for Sik Sik Yuen Ho Chak Neighbourhood Centre for Senior Citizens,4418,0,0,4418
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,154,Improvement works for Sik Sik Yuen Ho Fu Neighbourhood Centre for Senior Citizens,4418,0,0,4418
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,155,Improvement works for Haven of Hope Christian Service Haven of Hope District Elderly Community Service¡XKin Ming Centre,4390,0,3172,1218
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,156,Improvement works for Hong Kong Lutheran Social Service Harmony Garden Lutheran Centre for the Elderly,3093,0,2159,934
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,157,Improvement works for Pok Oi Hospital Chan Shi Sau Memorial Social Service Centre,3093,0,0,3093
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,159,Improvement works for Yan Oi Tong Tin Ka Ping Causeway Bay Elderly Centre,2478,0,0,2478
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,160,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Limited Tseung Kwan O Aged Care Complex¡XJockey Club District Elderly Community Centre cum Day Care Unit,1037,664,0,373
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,161,Improvement works for Methodist Centre Wan Chai Methodist Centre for the Seniors,7873,0,7454,419
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,162,Improvement works for Tung Wah Group of Hospitals Wong Cho Tong District Elderly Community Centre,7704,0,311,7393
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,163,Improvement works for Neighbourhood Advice-Action Council Tung Chung Integrated Services Centre,6638,0,0,6638
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,164,Improvement works for Hong Kong Christian Service Shun Lee Neighbourhood Elderly Centre,4674,0,47,4627
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,165,Improvement works for Caritas¡XHong Kong Elderly Centre¡XLei Muk Shue,4674,0,136,4538
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,166,Improvement works for Asia Women¡¦s League Limited Ho Leung Kit Ting Self-financing Activity Centre,3930,0,3206,724
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,167,Improvement works for Christian Nationals¡¦ Evangelism Commission Grace Light Neighbourhood Elderly Centre,3380,0,294,3086
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,168,Improvement works for Shamshuipo Kaifong Welfare Advancement Association Neighbourhood Elderly Centre,2804,0,0,2804
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,169,Improvement works for Aberdeen Kai-Fong Welfare Association Social Service Centre Jockey Club Wong Chi Keung District Elderly Community Centre,8474,0,2452,6022
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,170,Improvement works for Tung Wah Group of Hospitals Wilson T. S. Wang District Elderly Community Centre,8474,0,111,8363
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,171,Improvement works and furniture and equipment for Christian & Missionary Alliance Church Union Hong Kong Limited Yau Lai Neighbourhood Elderly Centre,4782,0,0,4782
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,172,Improvement works and furniture and equipment for Pentecostal Church of Hong Kong Ngau Tau Kok Neighbourhood Elderly Centre,4782,0,35,4747
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,173,Improvement works for Hong Kong Lutheran Social Service Lutheran Church¡XHong Kong Synod Yau On Lutheran Centre for the Elderly,4674,0,1747,2927
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,174,Improvement works for Hong Kong Lutheran Social Service Lutheran Church¡XHong Kong Synod Ma Tau Wai Lutheran Centre for the Elderly,2948,0,0,2948
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,175,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Limited St. Luke¡¦s Settlement Neighbourhood Elderly Centre,4674,0,3196,1478
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,176,Improvement works for Pok Oi Hospital Mr Kwok Hing Kwan Neighbourhood Elderly Centre,4674,0,0,4674
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,177,Improvement works for St. James¡¦ Settlement St. James¡¦ Project Care Neighbourhood Elderly Centre,4674,0,0,4674
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,178,Improvement works for Yan Oi Tong Limited Pang Hung Cheung Neighbourhood Elderly Centre,4674,0,0,4674
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,179,Improvement works and furniture and equipment for Yang Memorial Methodist Social Service Yau Tsim Neighbourhood Elderly Centre,3380,0,1507,1873
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,180,"Improvement works for ELCHK, Social Service Head Office Kwai Chung Neighbourhood Elderly Centre",3272,0,186,3086
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,181,Improvement works for Sik Sik Yuen Ho Yee Neighbourhood Centre for Senior Citizens,3272,0,0,3272
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,182,Improvement works for Ching Chung Taoist Association of Hong Kong Limited Ching Chung Rev. Hau Po Woon Neighbourhood Elderly Centre,1274,0,0,1274
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,183,Improvement works for Caritas¡XHong Kong Caritas Elderly Centre¡X Sai Kung,1045,0,0,1045
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,184,Improvement works for Hong Kong Sheng Kung Hui Welfare Council Limited Wong Tai Sin District Elderly Community Centre,7704,0,0,7704
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,185,Improvement works for Po Leung Kuk Lau Chan Siu Po Neighbourhood Elderly Centre,5609,0,0,5609
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,186,Improvement works for Po Leung Kuk Mrs Chao King Lin Neighbourhood Elderly Centre,4674,0,0,4674
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,187,Improvement works for Neighbourhood Advice-Action Council Tin Shui Neighbourhood Elderly Centre,4674,0,0,4674
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,188,Improvement Works for Neighbourhood Advice-Action Council Sau Mau Ping Social Centre for the Elderly,2948,0,0,2948
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,189,Improvement works for Sik Sik Yuen Ho Ping Neighbourhood Centre for Senior Citizens,4674,0,0,4674
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,190,Improvement works for International Buddhist Progress Society (HK) Limited Law Chan Chor Sze Neighbourhood Elderly Centre,3847,0,0,3847
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,191,Improvement works for Association of Baptists for World Evangelism (HK) Limited Tin Yue Baptist Church Neighbourhood Elderly Centre,3380,0,0,3380
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,192,Improvement works for Hong Kong Society for the Aged SAGE College Fong Shu Chuen Centre,2948,0,0,2948
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,193,Improvement works for Yuen Yuen Institute Tsuen Wan West Neighbourhood Elderly Centre,2912,0,0,2912
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,194,Improvement works for Chung Sing Benevolent Society Mrs Aw Boon Haw Neighbourhood Elderly Centre,2804,0,0,2804
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,195,Improvement works for Hong Kong Women Foundation Limited Ho Kwok Pui Chun Neighbourhood Elderly Centre,2804,0,0,2804
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,196,Improvement works for Yan Chai Hospital Mr & Mrs Yeung Wan Neighbourhood Elderly Centre,2804,0,0,2804
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,197,Improvement works for Hong Kong Macao Conference of Seventh-Day Adventists Heng On Social Centre for the Elderly,2293,0,0,2293
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,198,Improvement works for Caritas¡XHong Kong Caritas Cheng Shing Fung District Elderly Centre (Sham Shui Po),6660,0,0,6660
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,199,Improvement works for Caritas¡XHong Kong Caritas Aberdeen Elderly Centre,2811,0,0,2811
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,200,Improvement works for Caritas¡XHong Kong Caritas Central District Elderly Centre,2811,0,0,2811
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,201,Improvement works for Yang Memorial Methodist Social Service Oi Man Neighbourhood Elderly Centre,4793,0,0,4793
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,202,Improvement works for The Salvation Army Wah Fu Centre for Senior Citizens,4685,0,0,4685
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,203,Improvement works for Sik Sik Yuen Ho Tai Neighbourhood Centre for Senior Citizens,4685,0,0,4685
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,204,Improvement works for Sik Sik Yuen Ho Hong Neighbourhood Centre for Senior Citizens,4685,0,0,4685
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,205,Improvement works for Yan Chai Hospital Fong Yock Yee Neighbourhood Elderly Centre,2811,0,0,2811
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,206,Improvement works for Asia Women's League Limited Yaumatei Neighbourhood Elderly Centre,2811,0,0,2811
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,207,Improvement works for Chung Sing Benevolent Society Fong Wong Woon Tei Neighbourhood Elderly Centre,2343,0,0,2343
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,208,Improvement works for Yuen Long Town Hall Management Committee Limited Mr Chan Ying Tseung Memorial Neighbourhood Elderly Centre,2343,0,0,2343
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,209,Improvement works for Free Methodist Church of Hong Kong Free Methodist Church Chuk Yuen IVY Club,2713,0,0,2713
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,210,Improvement works for Hong Kong Women Foundation Limited Ho Kwok Pui Chun Neighbourhood Elderly Centre,944,0,0,944
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,211,Improvement works for Pok Oi Hospital Mrs Wong Tung Yuen District Elderly Community Centre,6953,0,0,6953
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,212,Improvement works for Hong Kong Christian Service Un Chau Neighbourhood Elderly Centre,5154,0,0,5154
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,213,Improvement works for Free Methodist Church of Tak Tin IVY Club,4793,0,0,4793
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,214,Improvement works for Caritas¡XHong Kong Caritas Elderly Centre¡X Ngau Tau Kok,4685,0,0,4685
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,215,Improvement works for Evangelical Lutheran Church Social Service ¡V Hong Kong Sheen Hok Charitable Foundation Kwan Shon Hing Yu Chui NEC,4685,0,0,4685
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,216,Improvement works for Hong Kong Young Women's Christian Association Cheung Ching Neighbourhood Elderly Centre,4685,0,0,4685
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,217,Improvement works for The Salvation Army Nam Tai Centre for Senior Citizens,4685,0,0,4685
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,218,Improvement works for Tung Wah Group of Hospitals Wu Ki Lim Neighbourhood Elderly Centre,4685,0,0,4685
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,219,Improvement works for Tung Wah Group of Hospitals Pong Wing Shiu Neighbourhood Elderly Centre,2811,0,0,2811
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,220,Improvement works for Association of Baptists for World Evangelism (HK) Limited Luk Yeung Baptist Church Elderly Centre,3351,0,0,3351
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,221,Improvement works for The Neighbourhood Advice-Action Council Fu Tai Neighbourhood Elderly Centre,3280,0,0,3280
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,222,Improvement works for Women's Welfare Club (Eastern District) Hong Kong Leung Lee Sau Yu Neighbourhood Elderly Centre,3280,0,0,3280
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,223,Improvement works for Yan Oi Tong Hong Kong Toi Shan Association Elderly Centre,3275,0,0,3275
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,224,Improvement works for Fung Ying Seen Koon Tai Po Neighbourhood Elderly Centre,2811,0,0,2811
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,225,Improvement works for Hong Kong Family Welfare Society Senior Citizen Centre (Kowloon City),2811,0,0,2811
341,Non-recurrent Grants,948,Improvement Programme of Elderly Centres,226,Improvement works for Yan Chai Hospital Mrs Tsang Wing Neighbourhood Elderly Centre,2515,0,0,2515
341,Non-recurrent Grants,962,Yan Chai Hospital,046,"Renovating, furnishing and equipping for Yan Chai Hospital Artiste Training Alumni Association Care and Attention Home in Kwai Chung",8096,161,0,7935
341,Non-recurrent Grants,962,Yan Chai Hospital,056,Replacing kitchen equipment for Chinachem Care and Attention Home in Kwai Chung,2142,1974,0,168
341,Non-recurrent Grants,962,Yan Chai Hospital,062,Renovating Wan Shing Memorial Day Care Centre for the Elderly in Sha Tin,3179,49,2804,326
341,Non-recurrent Grants,962,Yan Chai Hospital,063,Improvement works for the air-conditioning system in Yan Chai Hospital Multi-Services Complex in Tsuen Wan,1471,716,0,755
341,Non-recurrent Grants,962,Yan Chai Hospital,067,"Renovating, furnishing and equipping for Tsin Man Kuen Elderly Home in Tuen Mun",7814,30,52,7732
341,Non-recurrent Grants,962,Yan Chai Hospital,070,Renovating 35th Term Board of Directors Cheung Ching Supported Hostel in Tsing Yi,1807,16,0,1791
341,Non-recurrent Grants,962,Yan Chai Hospital,071,Replacement works of kitchen equipment for Yan Chai Nursing Home in Tsuen Wan,1794,0,0,1794
341,Non-recurrent Grants,962,Yan Chai Hospital,072,Replacing a vehicle of Yan Chai Hospital Mrs. Kwok Yuk Cheung Care and Attention Home,796,0,20,776
341,Non-recurrent Grants,962,Yan Chai Hospital,074,Fitting out for a 30-place supported hostel for mentally/physically handicapped persons in Sheung Shui,6105,0,5306,799
341,Non-recurrent Grants,962,Yan Chai Hospital,075,Furnishing and equipping for a new 30-place supported hostel for mentally/physically handicapped persons in Sheung Shui,815,0,0,815
341,Non-recurrent Grants,962,Yan Chai Hospital,076,Purchasing two centre buses for two day activity centres cum hostels for severely mentally handicapped persons,2010,0,0,2010
341,Non-recurrent Grants,962,Yan Chai Hospital,077,Purchasing a vehicle for Madam Lo Lee Pui Ching Memorial Workshop,591,0,0,591
341,Non-recurrent Grants,962,Yan Chai Hospital,079,Air-conditioning works for Fong Kong Fai Kindergarten cum Child Care Centre in Kennedy Town,636,0,0,636
341,Non-recurrent Grants,962,Yan Chai Hospital,080,Undertaking fire safety/building safety rectification measures for meeting statutory requirements for Yan Chai Hospital Lei Muk Shue Rainbow Court,1234,0,0,1234
341,Non-recurrent Grants,964,Yan Oi Tong Limited,023,Fitting out for additional premises of Toi Shan Association Neighbourhood Elderly Centre in Sha Tin,774,659,0,115
341,Non-recurrent Grants,964,Yan Oi Tong Limited,024,"Fitting out for additional premises of Pang Hung Cheung Neighbourhood Elderly Centre at Tak Nga Court, Tai Po",1954,1312,0,642
341,Non-recurrent Grants,964,Yan Oi Tong Limited,028,"Renovating, furnishing and equipping for Yan Oi Tong Mrs Augusta Cheung Kindergarten cum Nursery in Tai Po",1428,1158,0,270
341,Non-recurrent Grants,964,Yan Oi Tong Limited,030,Renovating Yan Oi Tong Tin Ka Ping Tuen Mun Integrated Home Care Services Centre,1160,0,29,1131
341,Non-recurrent Grants,964,Yan Oi Tong Limited,031,Renovating Yan Oi Tong Lau Wong Fat Nursery in Tuen Mun,1485,0,0,1485
341,Non-recurrent Grants,964,Yan Oi Tong Limited,032,Purchasing a vehicle for Yan Oi Tong Tin Ka Ping Care and Attention Home,947,0,0,947
341,Non-recurrent Grants,966,Yang Memorial Methodist Social Service,028,Replacing an 8-seater private light bus with a 14-seater liquefied petroleum gas private light bus for Yau Mong Home Care Services,830,683,0,147
341,Non-recurrent Grants,966,Yang Memorial Methodist Social Service,031,Fitting out for a district support centre for persons with disabilities in Sham Shui Po,6545,5361,0,1184
341,Non-recurrent Grants,966,Yang Memorial Methodist Social Service,034,Fitting out for an office base for the home care services team for persons with severe disabilities in Sham Shui Po,2858,0,2190,668
341,Non-recurrent Grants,966,Yang Memorial Methodist Social Service,035,Fitting out for an office base for integrated support service for persons with severe physical disabilities in Sham Shui Po,3248,0,130,3118
341,Non-recurrent Grants,966,Yang Memorial Methodist Social Service,036,Furnishing and equipping for setting up an office base for integrated support service for persons with severe physical disabilities in Sham Shui Po,842,0,0,842
341,Non-recurrent Grants,974,The Yuen Yuen Institute,018,Implementing Scheme 2 of the pilot project on multi-skills workers training,14763,7815,711,6237
341,Non-recurrent Grants,974,The Yuen Yuen Institute,022,Renovating Yuen Yuen Nursing Home cum Day Care Centre for the Elderly (Shun Lee Estate) in Kwun Tong,1655,0,0,1655
341,Non-recurrent Grants,974,The Yuen Yuen Institute,023,Furnishing and equipping for Yuen Yuen Nursing Home cum Day Care Centre for the Elderly (Lei Muk Shue Estate) in Tsuen Wan,3071,0,77,2994
